text,airline_sentiment
follow experience,negative
incompetent,negative
next plane broken seat row another hour delay mad,negative
make purchase take money dont reservationexplain,negative
u paying incedentals noworstairline,neutral
thought u merged usairways suck worstever,negative
yes thank great job turning flight jan,positive
hour hold issue still resolved hope make flight hour every minute talk minute hold,negative
connection made thanks week daddyshome,positive
worst customer service experience ever today get together,negative
know folk use airline doesnt customer service ever matter really hate complain brutal,negative
im plane sure mean sitting one story failure another fly guy,negative
still waiting brokenpromises notnice neveragain tellyourstory,negative
team terrifyingly rude young mother amp baby trying check flight phx jwa help,negative
,negative
rudest crew member experience throwing shade calling customer reachingnewlows,negative
terminal e miami still worst smelly airport ever thanks nothing,negative
amp told asked many question bag might still flight easy check land seattle,negative
cancelled flightled original flight aruba way home told dont seat never flying,negative
go flight last week delayed already min think leave phl waitingagain,negative
misjudging deliberate strategy seen multiple time usair make staff life easier expens passenger,negative
delayed need extra min make would appreciate little help week,negative
stuck tarmac hour half told longer go hotel available land phoenix unacceptable unhappy,negative
happening worstairlineever also marie burroughs worst customer service rep ever yourairlinesucks,negative
technical issue inefficient computer triage system personality compassion operator sad example sad company,negative
suck ruined day vacation isnt even june,negative
maybe prepurchase meal email flight min short hour guess none offered,negative
yep check gmail promotion folder regularly,negative
bag ”l x ”w x ”h allowed carry,neutral
thanks nothing,negative
nothing tonight flight gogo internet way someone could send dm email,neutral
bad plane amp gate change lot exercise travelfail let hope plane work im tired,negative
good info already signed option none sound like applied missing email,negative
faster way get columbia sc making stay clt night delayed flight,negative
thank,positive
please get plane together go jetblue,negative
might went confirmation please wait form,negative
found tix security code working tried dozen time,negative
nightmarish customer service elite member im appalled,negative
never given number elite usair aa waited hour answer seat gone,negative
get bag e gate b gate charlotte airport pm flight late flight cause yall i’ll ride u life,negative
debit card dividend member,neutral
nothing important told wait line patiencerunningout,negative
redeem pas admiral club free visit barclay card membership bring companion,neutral
almost home east coast freeze headed phl connect avp tgif,neutral
someone please tell talk getittogether findurgrip,negative
insulting offer non required voucher goodwill offeringat least bag fly round trip,negative
travel advis nyc phil pa winter weather u air hasnt posted one yet still change flt wo pen,negative
im trying request missed mileage keep saying cant flight say call number,negative
flight carryon missingstollen plane left gate worst customer service doesnt seem anyones concern,negative
checking plane everyone board plane pissed,negative
used get email prepurchase snack time check got neither tomorrow trip get sent,neutral
link didnt work via mobil,negative
wishing luggage day pay way st thomas san juan spent extra mess,negative
im frequent flyer u airway im qantas still get notification thank,neutral
get,negative
run show airport boarding pas say u airway wait american line yousuck,negative
chance travel advisory dca weekend,neutral
yes thank appreciate u checking,positive
cant book flight prn website,negative
ridiculous planebroken cant wait board one home hour late flightr neverontime brutal paymytab,negative
yes sunday,neutral
since maintenance problem missing flight crew equal delayed due weather im confused since sunny sky,negative
keep calling help line keep saying busy help amp call back late flightr week,negative
would like watch video loyal customer really treated asking explanation hour delay,negative
lie said email delayed due weather sky clear city departing,negative
im enjoying flight far youre great job today tough thanks making flight comfortable,positive
look made right call cho please evaluate,negative
thats question question get past computer fastest know computer cant help,neutral
dividend mile credit card amp used book flight one bag free,neutral
checked day cho need added please evaluate,negative
hi flying myrcltord tomorrow weather looking ok problematic,neutral
u tell clt jan gotten gate yet tight connection clt mco,neutral
please hold u need get home tonight weather almost,neutral
followed,neutral
shavon customer service desk charlotte fantastic helpful smiling evn sound like long dayreward,positive
scheduled flight satmorrow choclt cho need added weather advisory please evaluate asap,neutral
another squashed flight share seat another passenger idea quality travel,negative
look another apology fly,negative
painful hold really minute change flight,negative
yep sent bag philadelphia instead miamii caught itthen told flight changed tomorrow wrong fail,negative
shall see next couple minute,neutral
right use shuttle ticket lga bos shuttle flight probably gonna miss pm,negative
need get human whats fastest way achieve get computer,negative
checkin staff phx awesome great traffic control general boarding,positive
batting four flight month four delayed,negative
sure dmed,neutral
amp also told comp upgrade etc reflight booking problem good enough usairwaysfail,negative
tomorrow missed meeting today amp pointless pay hotel today purpose trip screwed,negative
merging aa dividendmiles yield error exact step navigate phone menu get computer,negative
plane pbi clt knew frozen water also saw plane nyc take gate next door,negative
next flight delayed well charlotte luck,negative
talked reservation must congratulation friendly good usair airline fly,positive
trying establish policy thanks,neutral
fight delayed hr mco im stuck philly standby ticket flight solution needed,negative
sure carried bag numerous time style plane planning accordingly apparently account nothing,neutral
know like gate x nothini like nothin bout yo ghettofab gate usairways,negative
ive tried calling time past day keep getting told call back someone please help,negative
gate agent clt forced check bag z amp proceeded allow larger bag huge inconvenience travel plan,negative
vega baby doesnt good time vega lol,neutral
wife flying atlanta vega march th since couldnt get tricities tn,neutral
worst customer service ticket fee worth accommodate given circumstance bos,negative
see response obviously think service acceptable customerservicefail,negative
“ sincerely sorry sean reservation working hard answer everyones call appreciate patience” false,negative
absolutely,neutral
wasnt weather morning awe diverted back bos due mechanical issue far lost one day,negative
contact people still answer keep sending keep sending,negative
one appreciates sas gate agent gate c lga flight u irritated customer,negative
get stop sending email ex boyfriend account dont care many point,negative
seat phone iwas told getting error msg due paid st class upgrd told check amsound right,negative
waiting bag min phl bag claim,negative
awesome flight philly tuesday party row youre interested,positive
flight already think airline flight attendant actually emphasize vape still smoking,negative
call volume high best answer hang,negative
got able switch flight charge thank,positive
please start offering route location instead charlotte atlanta,neutral
welcome north texas u air american air employee housing education great opportunity gr state texas,positive
oh saw said nothing,neutral
yes lost whole day frustrating poor customer service,negative
saddens first tweet ever complaint customer service,negative
trying check online flight tomorrow tried computer tablet phone got error message device,negative
merge mile account site tell info dont match even though cant find difference,negative
yes go pick pay cab ride rude employee poor customer service,negative
bring mini bottle booze flight,neutral
staff lax really messed one failing scan suitcase tag,negative
happy start trip cancelled flightled flight poor customerservice,negative
nice try doesnt apply philly,neutral
policy around bringing breast pump board,neutral
thanks dc yet see keep link check back appreciate,positive
im glad spend hour try track basic information already available,negative
guy offering nofee change flight dca tomorrow afternoon,neutral
get ahold reservation supervisor,neutral
called btv desk information exists system dont make easy customer access,negative
awesome yes,positive
website give correct info said bag miami key west entire timei got run around day,negative
hold minute speaking lady airport counter gave,negative
want find bag wont go hassle trying claim suitcase usairwaysfail,negative
literally say case open good,negative
sorry trying add day vacation charge change flight,negative
melinda reservation greensboro nc absolute jewel thank shes amazing,positive
two woman workng phl bag check term c et fired rude pushy treating customer disrespect,negative
best gagent long time danny b u dfwclt appreciated date kept u irrops super professional,positive
good news got fixed,positive
dont bother wasting time send u form letter amp let u choose gift certificate worstcustomerservice,negative
thanks beareavement discount anymore book online,neutral
flight pushed back pm departure,negative
trip ur saving grace ur cheaper flight willing pay bttr service bttr airline,negative
horrible experience key west lost luggage called check amp told call back reconsidering flight back,negative
thank,positive
needed destination lunchtime today one could get u flight ive since learned one,negative
yes get i’m asking specifically feedback i’ve given,neutral
delayed im charlotte big surprise,negative
cancelled flightled flight person line one agent helping rebook couldve handed one better,negative
hold hour amp told done willing apologize stillnotonmyflight,negative
happening flight bos phl daughter fiancée stuck bos,negative
isnt funny apologizes doesnt actually take step go amp beyond customer notimpressed,negative
flight cancelled flightled rebooked pm flight time take ill spent extra hour dca,negative
weve sitting plane almost hour waiting fueled shouldnt done b got,negative
thank,positive
get free mimosa compensate flight delay yet thx,negative
reservation agent phone great job,positive
get ur act together start treating ur passenger w kinder sanitized plane take page perhaps,negative
joke stop losing luggage,negative
book using sort breavement program need get home pop funeral,neutral
ive hold min sort reservation sync message trying check whats wrong,negative
thank don’t understand feedback,neutral
idea customer service mean customer mess plan dont treat like big deal,negative
still hold hour minute counting platinum care problem checking care,negative
little help two gate agent trying rebook flight,negative
respect stress merger one rep reschedulereplane ppl already late flight youcandobetter,negative
flight fll told take train back pbi get car train pbi,negative
fly quite bit difficult communicate agent let people know whats happening arrangement made,negative
handled phone unfortunately wiped entire trip im displeased,negative
headed nyc clt funny hear phone ring entire plane groan happened twice,negative
made send bloody mary row,positive
gainesville fl,neutral
already let know sent complaint got call back finally asleep return call back,negative
thank valuing feedback,neutral
flight werent morning flight thursday monday turned tuesday,negative
spoke customer service rep rude curt transferred eternal hold sad badservice mergerdisaster,negative
customer service nightmare hold hour im platinum member aa feel like worthless,negative
never let every single flight get delayed,negative
sitting ground charlotte gate comms flight deck great happy friday hope make connection,negative
done,neutral
made never ran fast life,neutral
ive standing crowded bus past min dcapit help,negative
thanks cant flight cancelled flightled maintenance reason next available flight late flight,negative
yes rebooked next day wed thanks upset lost additional work day paid hotel losing,negative
call gate clt get flight,neutral
suppose need tweet everyone horrible airline take notice let try route,negative
fix asap,negative
felt could better making email feel little less “we don’t care we’re automated,negative
cancelled flightled flight back holiday gave refund ticket phl ewr really,negative
im logged flight booking problem need add api travelling state cannot see,negative
thanks helping reflight booking problem cancelled flightedflight yvonne anthony help u get tel aviv time happyfriday,positive
big thanks yvonne anthony chairman desk top tier customer service today outstanding service amp support,positive
plane degree burning completely illegal,negative
fucking kidding,negative
siting tarmac philly another minute lame sorry doesnt help terrible,negative
damn delay,negative
would nice pull gate still sitting,negative
app worst one airline cant anything original flight time gone useless,negative
completely wasted work day thank bad service bad friday,negative
also great tweet complainer inperson help need robyn f manch useless,negative
youll receiving long amp detailed complaint letter soon long story short never flying usair,negative
thanks making miss connection getting rebooked missing miserable day started day nothing,negative
need learn operation sit plane overnight gsp realize there mech problem delay flight hour,negative
flight delayed amp closed door tell u would leaving hour half bad bad service,negative
would give u option get plane instead sit hour half knew gate,negative
overflowed armrest leg sprawled refund choice grossedout,negative
appreciate prompt response,positive
nothing available male flight crew nicedismissive big guy standby probably didnt even pay choice,negative
well told sitting plane hour option getting,negative
want hang plane day traveling get work done turn right back around unacceptable,negative
doesnt seem likely bc team failed scan bag lax recycle bagtag number doesnt help usairwaysfail,negative
complete waste day trip work turned sitting plane day ridiculous,negative
given option get plane sit time longer actually flight,negative
plane moving ice moving end runway sit lga one runway open,negative
course weather joke beat degree phl ⛄️☀️,neutral
nothing available male flight crew nicedismissive big guy standby probably didnt even pay,negative
setting lawsuit way sit plane hour half,negative
thks u phl fll overall st class improved food phl fll crew super,positive
want sit plane dca lga hour half longer flight,negative
unacceptable im going day day sitting plane mention air,negative
moving plane end runway u sit hour half didnt even let u,negative
hi somebody avail help refund unbelievable phone w u hr day,negative
plus u airway need something left philly thaw,negative
ordered scotch amp water fa asked wanted full glass half yr old first time ever asked,negative
yeah mark like mile back also hour late flight thanks ton great service today,negative
got drink fa sat jump seat crossword glass picked landing lazy service first class,negative
paid choice seat choice big man next seat oldseatnocushion worstflight nohelponboard,negative
first class snack basket catered drink preflight drink coathanging st drink service min take,negative
told u last night ground stop ohare four hour obama landed stop blaming someone else,negative
delayed due frozentoilet medicalissue mechanicalissue dispatchissue weve heard letsgo,negative
able mean private conversation helping w luggage wont fit overhead,negative
trying make connection punta cana leave phl,neutral
worst minute delay boston weather relate flightd going miss connecting flight gassing plane issue,negative
worst still havent left everyone missing connection,negative
today flight philadelphia little disappointing unnecessary delay even snowing fl,negative
trying book flight using mile straight day min phone still havent talked human,negative
help reroute trip,neutral
gonna miss connecting flight delayed flying boston,negative
im finalstretch chairman execplat mileagerun k needed suggestion letsgo,neutral
flight waiting weight balance info past minute,negative
thank refunding baggage really appreciate,positive
thanks taking flight board providing update flight minute late flight,negative
going miss u airway always provided great service never let,positive
never worse experience life,negative
rebooked cancelled flighting flight crew expired boarding unacceptable started delaying pm,negative
hr stranded dcazero apology worst customer service faithful traveler year,negative
response doesnt correct fact pilot failed keep passenger updated,negative
dca pm still due mechanical issue lack snack plane absolutely worse experience,negative
almost hour late flight due mechanical,negative
never flying usairways horrible experience terrible customer service,negative
mobile boarding pas email,neutral
willsunday day away,positive
following,neutral
unacceptable knew pilot wouldnt able complete trip wasted time,negative
three plane flight still havent left ground bad service sad,negative
told offload captain hour terrible experience,negative
loaded onto plane hour late flight mind made sit minute,negative
load u flight captain hour could fly one consecutive period unacceptable,negative
offloading plane ridiculous,negative
“ excited fly u jb be” spring break,positive
still sitting nobody said anything whats,neutral
actually true get seat online big hassle policy totally dishonest misleading faa,negative
thank least tweeting back better 👌,positive
seems unlikely without crew board u,negative
thats incorrect four people last flight night bag horriblecustomerservice,negative
exicted flying yall soon,positive
choose seat free clicking button,neutral
fact making customer pay choose seat try convince using psychological trick color,negative
i’ll addition reviewing blog agent pleasant experience less,negative
new seat assignment service embarrassment airline customer worldwide shameonyou usairwayssucks,negative
worst experience ever guys…see blog tomorrow experience maybe help make better,negative
freezing bus circle,negative
please explain plenty time since im stranded,negative
doubt p amp r still held captive ground dca little communication front would b nice,negative
cost change ticket cost purchase new ticket,negative
sitting freezing bus nobody plane,negative
already spoke someone several time matter one sympathetic fly u home early complimentary,negative
doesnt want get home,negative
dont stand alone bought tix based usair confirmed flight good confirmation change anyway,negative
dcagthpn u r prof hostage takerswe stood bus plane minnow sitting plane mvmt amp announcement gt hour,negative
bet dont im paying customer know check flight delay thank,negative
cant even use return flight home change fee charge expensive forcing purchase new ticket,negative
oh great hour delay get sit plane another hour without moving flight awful,negative
thats st sorry received company least could fly u home early extra charge,negative
never flying guy extremely disorganized many delay,negative
buddy currently delayed hour counting dca way cae golf week compensation flydelta,negative
flight delay flight missed connection… help,negative
flight connect,negative
even simple google search flight number tell gate wont difficult sure disappointed,negative
yes sure guy dont know gate occupied keep u waiting,negative
wow mile program ripoffquick ticket fee hope end unemployment,negative
bos gt dca delayed need stop filing complaint faa consumer affair,negative
sitting tarmac waiting deplane minute level service ive come expect,negative
gladly take loyal customer money cause inconvenience nothing help fix problem caused,negative
least could make caused ruining people memory ashamed,negative
st late flight plane missing flight crew maintenance problem gate switched time call customer service,negative
due expensive change fee either airline chose could screw u stranded help,negative
cant afford international change fee rebook trip wanted go home turn cant afford go home,negative
fault policy say least got u destination really,neutral
ruined honeymoon causing u miss international flight stranded,negative
fa attendant phl pwm tonight fab asset team f great night team,positive
thanks overflight booking problem first class automatically downgrading upgrade min boarding ffstatusdontmatter thenewaa,negative
grandbabies week travel dc birth thank reasonable fare see saturday,positive
thank fare dtw dca much lower thank,positive
flight phl london sitting tarmac min wno update pilot give,negative
already four time,negative
minute holding seriously average wait time minute maybe maybe youre understaffed,negative
submitted refund request b st flight day ago need,negative
know thanks evaluate chairman,positive
seriously shared concern four time already avail geeeeezzzzz frustrated flyer,negative
hot food hour flight crazy couldnt eat phl bc original connection min late flight give phltolas,negative
seriously flight delay cinci philly due new ground staff miss connection man uk argue hotel wtf,negative
thank continuing worst airline didnt need extra hour sleep hour travel anyway,negative
guess respond compliment sorry cant think even one,negative
usairways disappoints cancelled flighted flight missed appointment promised refund lie,negative
minute hold waiting speak agent come usairways ridiculous baggagelost usairways,negative
unable locate baggage frustrating son clothes need zfv yyz usairways baggagelost,negative
already question still say progress day,negative
kidding bad customer service folk flew psp phx flight cont,negative
thanks getting rescheduled direct flight nola tonight minutesand hopefully hour earlier getting,positive
problem flight gainesville u airway clt miss connecting flight iad get another flight,negative
still rep talk day late flightr u r asking checkin flight tmrw refund requested deal w,negative
flight waiting minute rsw waiting weight balance clearance come let u leave,negative
marked completed im scared im going lose reservation money going refunded,negative
completed thats case still say progress paypals website reserved th,negative
contacted bank took money today also contacted said reservation,neutral
appreciate call flight delayed recorded msg tedious amp go amp vote text practical,negative
horrible communication delayed flight lga got email second w different delay time horrible,negative
thank finally got bag customer service rep wonderful,positive
pm flight phl sat snow expected able switch earlier flight without penalty,neutral
got bag today thanks,neutral
min hold time hang manager mike dividend mile dept tough justify sticking u air cc status,negative
never fails disappoint,negative
platinum flyer bought tkt aa also account linked cant check flight tomorrow,negative
person taking ticket rude delayed minute overfilled fuel plane,negative
flight seattle lb much fuel water lavoratories nice job guy est min behind,negative
flight phxgtord lead fa bill professional fa seen year flying usair ab card,positive
miss work taken philly i’ve flight bos —gt phl many time re seat,positive
vueloes vueloses sell cheap madnyc usairways trusted web scam,neutral
total lack cust service mom flying solo w baby flying w air,negative
pure anarchy flight slc people walking nothing packed bag arm full stuff getittogether,negative
knowhockey stick expensive baggage handler shouldnt throwing cart,negative
problem thing worked airport thanks,positive
word whether flight seattle charlotte connection held,neutral
please change direct flight ric jfk instead lga pleeeeease lga pit,neutral
tried doesnt help much reservation seems overwhelmed issue,negative
take lesson wait passenger connecting flight shame,negative
phone nbr refund dept,neutral
post travel alert website traveling bdl sunday morning,neutral
yes domestic flight thank,positive
bring copy photo baby birth certificate flight feel uncomfortable traveling real thing,neutral
would like see similar phl,neutral
thanks made safely,positive
say connection good stillbut another reflight booking problem last thing need today,negative
tell talk delayed flight aa tell talk u ihatemergers,negative
holdup looking another flight,negative
going take hournot okay usair okay ruining everything,negative
delayed,negative
min hung always awful call reservation,negative
guess take chance amp keep courtesy free seems cabin always full,negative
hour late flightr lost conection 😡,negative
heard monterey airport closed due thick fog update,neutral
min hold reservation line embarrassing aa platinum member,negative
love change lounge cheese veggie olive addition cracker snack mix,positive
thanks another method also would nice appears design flaw,positive
yes every one every flight like need velcro something,negative
please secure footrest shelf business class airplane,negative
forgetting fuel realizing cargo add plane one way try mask delay,negative
gate team polite plane habitually late flight many case passenger waiting flight crew,negative
fuk u u airway yo shitty chicken salad sandwich overpriced u fuking make wait hr layover fuk u,negative
uncertainty know u run account u dont create policy undue penalty job reqing flexibility,negative
anyway get rebook help twitter,neutral
letting u go runway mechanical problem wewantcomps,negative
wtf going dc bos twice go back back gate leaving runway total b,negative
moving tarmac delayed unknown reason ill keep posted,negative
keep missing updated connection need make jax friend wedding strandedattheairport,negative
guy losing luggage suppose flight highly disappointed med clothes,negative
wanted connect discus sponsorship opportunity silicon valley day film festival,neutral
poor excuse towards front plane sandwich pay,negative
im patient im annoyed cant book travel online shouldnt make people wait phone,negative
u airway csr phoenix airport fixed problem,neutral
still yuma waiting go look like might miss montereyregionalairport need option please,negative
“ thanks feedback alan” thx help watch flt lve wopen seat wait hr nxt flt,negative
dont think u site allows unlike use u credit held,neutral
lol,positive
still waiting response,negative
call use credit fm prev cxl tix cant rebooked onlinerep called quoted k higher website,negative
basically stuck paying hidden fee bumped inferior flight jetblue come usairways merger,negative
change,neutral
oh irony dog spot barking waiting area right front please send cocktail coupon stat,negative
u air switching aa io app aa app much better,neutral
change ok time r open seat earlier flt chkd bag let someone fly standby,neutral
thanks gate agent state college pa able get earlier flight figure earlier connection,positive
think weird mileage,positive
flight clt bos,neutral
kid anxious husband cant sit current setup warning seat changed,negative
guy switched didnt inform chathes,negative
worst airline everleft without luggage day submit expense offer refund badservice,negative
app bad feel bad,negative
still irritated well planned booked return messed amp warning,negative
companion ticket benefit premier world mastercard still limited usairways flight aa qualify well,neutral
probably losing family world traveler customer due broken process hope fix,negative
one flight though nd leg kid sitting scattered aircraft,neutral
yes thanks never seen anything like come yuma time big disappointment still waiting,negative
hearing lot instead feedback get back home,negative
as backwards process using credit flight even trying get hold customer relation impossible,negative
destroying life eastern lively little event profit,negative
hour cross country morning flight food badservice,negative
u airway since back forth gatwick charlotte lhr bit sad nostalgic way,neutral
understood sympathetic get back shouldnt pay especially switched flight,negative
bought ticket month ago seat together havent changed flight kid seat scattered plane,negative
person check people plane board minute telling people exec benes honored,negative
problemjust funny nice day,neutral
yes travel complete flight clt cak feb,neutral
cancelled flightled due maintenance plane hour get shit together lot people unhappy,negative
year every time u air something happens sat waiting rescheduled flight hour say,negative
switched american airline flight choice charged bag thought yall merged,negative
flight cost happens fly problem come u time,negative
even airline scheming get follow obj lmaooo 😂😂😂😂,neutral
got philly monday got final destination south carolina wednesday acceptable,negative
hour still one yuma counter,negative
dm amp add upgrade list flt tonight,neutral
people line stupid heck,negative
people line waiting minute customer service representative,negative
feel sorry aa,negative
one yuma ticket counter minute people line terrible service,negative
“ reminder we’ll tweeting look ward follow back,neutral
amazing day delayed hr bc frozen ho plane sitting gate plane min still waiting flight,negative
end rt reminder we’ll tweeting join u,neutral
stuck philadelphia airport hour due maintenance dreading flight back home disgusting,negative
ill sincerely regret dividend mile good thing coming end,negative
thanks,positive
“ reminder we’ll tweeting join u,neutral
thanks telling flight time plane broken youre inferior airline,negative
know complain rt reminder we’ll tweeting,neutral
frequent flyer mile schedule interchangeably get credit,neutral
ive called resolve dividend mile issue week avail please advise asap,negative
finally answered rude didnt help,negative
dont leave,neutral
success made flight please thank crew great time recovery,positive
embossed badge patch superior one currently using,neutral
far good week sav clt boarded departure time first time week perhaps time departure,positive
accurate safety guide shown mp player usage takeoff landing,neutral
ive hold min counting cause charged credit card bag provided receipt said error awful,negative
party booked flight aug find much would cost change earlier fl,neutral
still sitting feel badly handled,negative
lilly sju check fabulous,positive
hold two hour got hung oh god,negative
phone hold min trying speak agent cant change reservation online sigh badcustomerexperience,negative
thats thank,positive
ive music hold hour trying get aadvantage membership merged someone please call asap,negative
flight full open middle seat want sit policy,neutral
daughter candice together baby,neutral
sorry meant flight supposed depart say issue,negative
moving seat bought month ago happens far often,negative
could change name dothatd awesome also plane smell like onion ring,negative
tbt every day,positive
whats issue flight jax delayed tonight,negative
got rebooked sent wrong gate traveled back b correct flight tiredampfrustrated,negative
youve got room earlier flight home charge get hero,neutral
question lady behave,neutral
dl send ethan new pant white revive laundry tab he great guy good crew he err single,positive
update flight philly la sitting gate close hour,negative
price honored ive waited hour hold make sure still get price originally started,negative
thank refunding bag fee look forward return today hope,positive
whats happening phl lax hr delay poor communication,negative
stuck phx overnight service getting worse flying southwest,negative
left u stay flight got bag suck run baby bag,negative
😂 passed frustrated hour ago asked get first plane sat hour,negative
another bad experience today frozen pipe missing connection,negative
course yeah travel gotten harder ask passenger switch fact attitude,negative
sky r sunny air cold cant wait get clt,neutral
never imagined would hard spend money u air stubbornly hoping someone come back phone,negative
found great price thru u air honeymoon website wont work hold hour told min,negative
flight phf clt terminal cant get plane yet need get iah flight,negative
hold two seat flight phx la delayed flight going arrive ontime,negative
im chairman st class flight today system cancelled flightled ticket kicked st,negative
ive hold minute get receipt know guy busy think time higher staff,negative
thanks hour layover la too👍 icing cake least staff courteous helpful unreal,positive
yeah expecting hour,negative
wish flying cancelled flightled flight tomorrow never notified u flyus ripoff,negative
mphx im still plane waiting waiting,negative
im trying merge freq flyer accts keep getting error message machine calling provided help,negative
hold captain late flighthis bag doesnt fit,negative
thats,negative
thanks slowing inbound plane didnt need worry eyw late flight great holz ahead cheer 😀,positive
turn seat cushion clean area please explain issue,negative
booked seat ended last row labeled occupy play musical chair min unacceptable,negative
phone support rebooked orig flt late flight made,negative
kudos phone support charlotte gate staff,positive
let say directly correlate flightd chance replacement case know would cost airline less,negative
afternoon conference la vega would rather plan ahead run thru airport attempt,negative
try stuck tarmac waiting gate may miss connection,negative
thought moving lot business first impression count glad mile cash,negative
chance making,neutral
flight delayedconnection help flight help via email,negative
hey letting know youre worst fucking service ive ever used thanks nothing,negative
flight u passing ft morning,neutral
ok worried something wrong flight consider flying earlier,neutral
part tried calling cust serv system hung twice system issue please advise,negative
wife trying check flight tonight rswwebsite allowing saying must go airport part,negative
lol thanks switch american,negative
preciate cant get plane speak w agent wont come plane knoxville,negative
good ideasshe traveling todayat airport need petition faa regarding silly name change rule,neutral
re went maiden namemarried doc maiden name hence problem,neutral
called reservation cannot change able put note re problem tsa,negative
im delayed tys likely gonna miss connection clt cun gotta get today help,negative
plz plz plz hold eyw phl gtclt sooo late flight gonna miss connection th gth,negative
btw upset usaiways promise,neutral
hate,negative
passenger maiden name ended last name online flight booking problem yes understand non transferable,negative
understood u airway getting tsa problem,negative
paid seat expect able use full seat,negative
passenger large put armrest using part seat recourse nothappy,negative
told coded upgrade clearly purchased seat mile refuse downgrade ripoff,negative
gate agent said booked full sorry ticket st class seat call customer service land,negative
empty st class chairman cant move due silly award travel rule trumping common sense customer service fail,negative
change correct last name via reservation already said cant change ticket name,neutral
youre airline thats open sooner confidence booster,negative
checked last night airport supervisor w boarding pas boarding today seat changed f happen,negative
new problemhad wrong last name reservation airway fixed new cant get tsa,negative
cardholder flying u airway advantage card frustrating,negative
received brochure mail touting benefit advantage card usa mergedbaggage included,neutral
paid ticket advantage world executive card pay baggage fee flying u airway wife traveling,neutral
worst trip little customer service,negative
testing patience evening shall say morning waited hour gate find gate agent,negative
flying manchester international philadelphia getting email delay information connecting flight,negative
thank cincyjust landedyou add frequent flyer mile account long incredibly frustrating day,negative
credit card statement received anything way look,negative
waited hold long shouldnt wait hold forever never received confirm st place help,negative
dealing w solve probs team created manch nh staff clearly cteam btw notevenjv,negative
,positive
unfortunately doubt consistently subpar service improve merger usairways,negative
thank filled claim hope bag tomorrow,positive
didnt cancelled flight flight loved another flight forgot bag,negative
done,positive
told ticket expired never recvd notice expired sucksi paid k mile amp tckt,negative
captain flight phxphl tonight hilarious greeting pointy end airplane haha thanks,positive
noticed dont believe saw confirmation flight bought week ago def paid though help resend,neutral
worst customer service still providing answer even drove back clt airport rude amp unacceptable fail,negative
plan support applepay board usairways mc would nice still use forget card,neutral
got phone usair cancelled flightled return flight missed flight way took care,neutral
run patience sitting bus without air front plane communication anyonemin,negative
delay cancelled flightlations double layover hour late flightrcould least get extra dividend mile,negative
“ appreciate shoutout roberto dm confirmation code forward kind words” sent,neutral
didnt take original flight suppose arrive last night pm today didnt get til,negative
sitting minute runway dca gate full early landing late flight flight,negative
flight let u plane please go gate absurd,negative
get full amount credited account u airway credit,neutral
trip row missing luggage like last time pay baggage transported,negative
lost luggage yay,negative
found flight want aa advantage applicable earn mile since youre merging,neutral
really frustrating endlessly waiting phl ground crew taxi u pm night taking long,negative
thanks calling p redirected flight p smoothoperation,negative
bad customer service experience help,negative
trying reach dividend mile extend ticket last day call get message call back,negative
really,neutral
airline misplace airline attendant reagan airport since pm cincy delayed trying find,negative
flight finally arrived charlotte booked luggage thru lga room flight mess,negative
hold hour still dont know bag wont refund flight wasnt weather,negative
,negative
wife flight change due weather cant checkin return flight fails possible usair cancelled flightled,negative
thank fixing hour delay,positive
yup minute limit waiting hold thanks nothing,negative
patience acceptable,negative
please follow dm something,neutral
flight hr amp ive flight attendant flight freaky coincidence plus side shes great,positive
landed safely everything worked,positive
explain hold hour im dumb using different airline wth,negative
used evening flight dcadsm early return middle work day inconvenient,negative
delay max,negative
sunday cant wait see,positive
well nofun nocustomerservice onhold trying make reservation nothappy,negative
shouldnt take longer get gate flight take minute flying time minute runway far,negative
attempting ckin flight day site unable retrieve detail called twice disconnected,negative
emailed week ago still nothing,negative
would willing pay anything change flight help,negative
yeah guy told call website booked booked website unacceptable,negative
still waiting captain report he called time get ground crewand still sitting runway evenlate flightr,negative
real mvp holding flight connecting philly tampa,negative
finally rectified flight situation thanks,positive
difference cancelled flighting reflight booking problem help avoid change fee,neutral
time today phl nice work thereisafirstforeverything,positive
likely lost business terrible experience many time stuck tarmac last min cancelled flightled flight done,negative
day cant find bag anywhere bc theyre saying never scanned amp technically never left lax,negative
ground crew dca already late flight arriving evenlate flightr,negative
told tough break unacceptable cant even tell bag,negative
ice cream front solid,positive
shout pilot fc attendanteliz u super strong crosswind landing eliz super job throughout,positive
telling dont correct tag luggage luggage apparently la charlotte ok,negative
software broken call customer support fix like said earlier yell developer,negative
double booked spoke c weve got plan fix still amateur mistake never happen,negative
nothing done online help bought birthday present trying able afford change,neutral
hey guy due horrible customer service issue way get checked bag credit,negative
delayed day weather top got yelled late flight notified time change welldone,negative
great experience first time flying u airway going forward ill probably taking business elsewhere,negative
loosing lot business using barclays cant believe cant apply card live iowa,negative
accommodated dsm flight tonight delay myrtle beach flight dsm back tonight,negative
far ive gotten six different answer,negative
oh certainly two pending transaction bank account really happy charged double,negative
got email asking checkin tmrw flight meant book someone please help,neutral
whats going ive hearing notfriendly please wait repeat im hold transferred idk,negative
captain turned seat belt sign people get walk around thats good,negative
im sorry well hr without bag cant get straight answer im call today,negative
yall need work online checkout system two bank transaction one ticket bush league yell devs,negative
